estacao,uf,ano,mes,latitude,longitude,chuva_total_mm,chuva_max_dia_mm,dias_com_chuva
CABACEIRAS,PB,2023,11,-7.48333,-36.28639,9.0,6.8,2
CABACEIRAS,PB,2023,12,-7.48333,-36.28639,24.8,21.6,3
CABACEIRAS,PB,2024,1,-7.48333,-36.28639,50.2,22.0,5
CABACEIRAS,PB,2024,2,-7.48333,-36.28639,137.4,56.4,12
CABACEIRAS,PB,2024,3,-7.48333,-36.28639,83.8,29.0,8
CABACEIRAS,PB,2024,4,-7.48333,-36.28639,85.0,40.4,9
CABACEIRAS,PB,2024,5,-7.48333,-36.28639,58.4,19.4,6
CABACEIRAS,PB,2024,6,-7.48333,-36.28639,58.8,34.4,8
CABACEIRAS,PB,2024,7,-7.48333,-36.28639,18.6,5.4,6
CABACEIRAS,PB,2024,8,-7.48333,-36.28639,3.0,1.6,2
CABACEIRAS,PB,2024,9,-7.48333,-36.28639,7.6,7.6,1
CABACEIRAS,PB,2025,10,-7.48333,-36.28639,0.0,0.0,0
CABACEIRAS,PB,2025,11,-7.48333,-36.28639,0.2,0.2,0
CABACEIRAS,PB,2025,12,-7.48333,-36.28639,0.2,0.2,0
CABROBO,PE,2007,9,-8.50306,-39.31389,1.0,1.0,1
CABROBO,PE,2007,10,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2007,11,-8.50306,-39.31389,5.6,5.6,1
CABROBO,PE,2007,12,-8.50306,-39.31389,25.8,25.6,1
CABROBO,PE,2008,1,-8.50306,-39.31389,50.2,28.2,4
CABROBO,PE,2008,2,-8.50306,-39.31389,162.8,38.6,7
CABROBO,PE,2008,3,-8.50306,-39.31389,230.2,63.0,17
CABROBO,PE,2008,4,-8.50306,-39.31389,189.8,109.2,11
CABROBO,PE,2008,5,-8.50306,-39.31389,12.8,4.8,3
CABROBO,PE,2008,6,-8.50306,-39.31389,3.6,1.4,1
CABROBO,PE,2008,7,-8.50306,-39.31389,12.2,2.8,5
CABROBO,PE,2008,8,-8.50306,-39.31389,4.0,1.4,3
CABROBO,PE,2008,9,-8.50306,-39.31389,0.4,0.4,0
CABROBO,PE,2008,10,-8.50306,-39.31389,0.6,0.6,0
CABROBO,PE,2008,11,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2008,12,-8.50306,-39.31389,20.8,11.2,4
CABROBO,PE,2009,1,-8.50306,-39.31389,133.8,65.0,4
CABROBO,PE,2009,2,-8.50306,-39.31389,82.0,29.0,9
CABROBO,PE,2009,3,-8.50306,-39.31389,103.4,36.0,9
CABROBO,PE,2009,4,-8.50306,-39.31389,252.2,137.6,9
CABROBO,PE,2009,5,-8.50306,-39.31389,64.6,14.8,12
CABROBO,PE,2009,6,-8.50306,-39.31389,26.8,12.2,6
CABROBO,PE,2009,7,-8.50306,-39.31389,6.6,2.6,2
CABROBO,PE,2009,8,-8.50306,-39.31389,7.8,2.8,2
CABROBO,PE,2009,9,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2009,10,-8.50306,-39.31389,29.8,21.0,4
CABROBO,PE,2009,11,-8.50306,-39.31389,7.8,7.8,1
CABROBO,PE,2009,12,-8.50306,-39.31389,31.8,14.0,5
CABROBO,PE,2010,1,-8.50306,-39.31389,31.4,12.0,4
CABROBO,PE,2010,2,-8.50306,-39.31389,61.8,34.6,4
CABROBO,PE,2010,3,-8.50306,-39.31389,48.6,21.2,6
CABROBO,PE,2010,4,-8.50306,-39.31389,108.8,31.6,9
CABROBO,PE,2010,5,-8.50306,-39.31389,17.0,11.4,3
CABROBO,PE,2010,6,-8.50306,-39.31389,17.8,5.2,4
CABROBO,PE,2010,7,-8.50306,-39.31389,16.0,5.4,5
CABROBO,PE,2010,8,-8.50306,-39.31389,9.2,2.8,4
CABROBO,PE,2010,9,-8.50306,-39.31389,4.6,1.2,2
CABROBO,PE,2010,10,-8.50306,-39.31389,102.4,80.6,5
CABROBO,PE,2010,11,-8.50306,-39.31389,0.4,0.4,0
CABROBO,PE,2010,12,-8.50306,-39.31389,84.0,42.6,8
CABROBO,PE,2011,1,-8.50306,-39.31389,69.4,22.4,8
CABROBO,PE,2011,2,-8.50306,-39.31389,145.8,48.2,7
CABROBO,PE,2011,3,-8.50306,-39.31389,90.8,26.6,10
CABROBO,PE,2011,4,-8.50306,-39.31389,26.2,13.4,6
CABROBO,PE,2011,5,-8.50306,-39.31389,106.4,51.4,9
CABROBO,PE,2011,6,-8.50306,-39.31389,7.8,3.0,2
CABROBO,PE,2011,7,-8.50306,-39.31389,23.8,4.8,9
CABROBO,PE,2011,8,-8.50306,-39.31389,4.4,1.4,3
CABROBO,PE,2011,9,-8.50306,-39.31389,5.6,3.8,1
CABROBO,PE,2011,10,-8.50306,-39.31389,8.8,4.6,2
CABROBO,PE,2011,11,-8.50306,-39.31389,24.6,9.6,3
CABROBO,PE,2011,12,-8.50306,-39.31389,48.6,48.4,1
CABROBO,PE,2012,1,-8.50306,-39.31389,11.8,10.4,2
CABROBO,PE,2012,2,-8.50306,-39.31389,113.0,35.8,6
CABROBO,PE,2012,3,-8.50306,-39.31389,38.8,18.4,4
CABROBO,PE,2012,4,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2012,5,-8.50306,-39.31389,11.2,11.2,1
CABROBO,PE,2012,6,-8.50306,-39.31389,3.2,3.0,1
CABROBO,PE,2012,7,-8.50306,-39.31389,13.0,5.4,3
CABROBO,PE,2012,8,-8.50306,-39.31389,7.4,3.0,2
CABROBO,PE,2012,9,-8.50306,-39.31389,0.6,0.6,0
CABROBO,PE,2012,10,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2012,11,-8.50306,-39.31389,7.4,3.8,2
CABROBO,PE,2012,12,-8.50306,-39.31389,1.2,1.0,1
CABROBO,PE,2013,1,-8.50306,-39.31389,46.6,32.0,5
CABROBO,PE,2013,2,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2013,3,-8.50306,-39.31389,0.8,0.4,0
CABROBO,PE,2013,4,-8.50306,-39.31389,46.2,21.8,6
CABROBO,PE,2013,5,-8.50306,-39.31389,4.4,1.6,2
CABROBO,PE,2013,6,-8.50306,-39.31389,0.8,0.4,0
CABROBO,PE,2013,7,-8.50306,-39.31389,13.0,4.2,4
CABROBO,PE,2013,8,-8.50306,-39.31389,1.8,1.2,1
CABROBO,PE,2013,9,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2013,10,-8.50306,-39.31389,5.2,3.0,2
CABROBO,PE,2013,11,-8.50306,-39.31389,1.4,1.0,1
CABROBO,PE,2013,12,-8.50306,-39.31389,201.0,54.4,9
CABROBO,PE,2014,1,-8.50306,-39.31389,7.4,6.4,1
CABROBO,PE,2014,2,-8.50306,-39.31389,27.0,6.2,5
CABROBO,PE,2014,3,-8.50306,-39.31389,12.8,10.0,2
CABROBO,PE,2014,4,-8.50306,-39.31389,47.0,25.6,6
CABROBO,PE,2014,5,-8.50306,-39.31389,20.0,12.0,3
CABROBO,PE,2014,6,-8.50306,-39.31389,9.0,3.4,3
CABROBO,PE,2014,7,-8.50306,-39.31389,8.4,3.2,4
CABROBO,PE,2014,8,-8.50306,-39.31389,13.0,6.2,4
CABROBO,PE,2014,9,-8.50306,-39.31389,5.0,5.0,1
CABROBO,PE,2014,10,-8.50306,-39.31389,2.2,1.6,1
CABROBO,PE,2014,11,-8.50306,-39.31389,31.0,20.4,4
CABROBO,PE,2014,12,-8.50306,-39.31389,46.6,20.0,7
CABROBO,PE,2015,1,-8.50306,-39.31389,1.6,1.4,1
CABROBO,PE,2015,2,-8.50306,-39.31389,61.2,27.2,6
CABROBO,PE,2015,3,-8.50306,-39.31389,114.2,38.6,6
CABROBO,PE,2015,4,-8.50306,-39.31389,16.8,12.2,3
CABROBO,PE,2015,5,-8.50306,-39.31389,6.8,2.6,3
CABROBO,PE,2015,6,-8.50306,-39.31389,11.4,7.4,3
CABROBO,PE,2015,7,-8.50306,-39.31389,10.4,4.4,3
CABROBO,PE,2015,8,-8.50306,-39.31389,0.8,0.8,0
CABROBO,PE,2015,9,-8.50306,-39.31389,2.4,2.0,1
CABROBO,PE,2015,10,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2015,11,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2015,12,-8.50306,-39.31389,15.8,15.8,1
CABROBO,PE,2016,1,-8.50306,-39.31389,204.2,60.6,14
CABROBO,PE,2016,2,-8.50306,-39.31389,36.6,25.6,3
CABROBO,PE,2016,3,-8.50306,-39.31389,79.6,42.0,2
CABROBO,PE,2016,4,-8.50306,-39.31389,0.6,0.4,0
CABROBO,PE,2016,7,-8.50306,-39.31389,4.0,2.0,2
CABROBO,PE,2016,8,-8.50306,-39.31389,1.8,1.2,1
CABROBO,PE,2016,9,-8.50306,-39.31389,0.2,0.2,0
CABROBO,PE,2016,10,-8.50306,-39.31389,1.8,1.4,1
CABROBO,PE,2016,11,-8.50306,-39.31389,2.2,1.2,2
CABROBO,PE,2016,12,-8.50306,-39.31389,45.8,45.4,1
CABROBO,PE,2017,1,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2017,2,-8.50306,-39.31389,89.0,38.8,4
CABROBO,PE,2017,3,-8.50306,-39.31389,18.6,10.0,5
CABROBO,PE,2017,4,-8.50306,-39.31389,17.8,11.6,4
CABROBO,PE,2017,5,-8.50306,-39.31389,7.0,2.0,3
CABROBO,PE,2017,6,-8.50306,-39.31389,40.8,13.0,8
CABROBO,PE,2017,7,-8.50306,-39.31389,20.8,9.4,7
CABROBO,PE,2017,8,-8.50306,-39.31389,2.6,1.4,2
CABROBO,PE,2017,9,-8.50306,-39.31389,11.2,4.6,4
CABROBO,PE,2017,10,-8.50306,-39.31389,1.4,1.2,1
CABROBO,PE,2017,11,-8.50306,-39.31389,7.0,3.0,3
CABROBO,PE,2017,12,-8.50306,-39.31389,8.2,3.8,2
CABROBO,PE,2018,1,-8.50306,-39.31389,47.8,25.0,5
CABROBO,PE,2018,2,-8.50306,-39.31389,196.8,46.6,12
CABROBO,PE,2018,3,-8.50306,-39.31389,37.4,26.6,2
CABROBO,PE,2018,4,-8.50306,-39.31389,81.4,57.8,6
CABROBO,PE,2018,5,-8.50306,-39.31389,3.0,0.8,0
CABROBO,PE,2018,6,-8.50306,-39.31389,0.4,0.4,0
CABROBO,PE,2018,7,-8.50306,-39.31389,0.2,0.2,0
CABROBO,PE,2018,8,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2018,9,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2018,10,-8.50306,-39.31389,4.2,2.4,2
CABROBO,PE,2018,11,-8.50306,-39.31389,0.0,0.0,0
CABROBO,PE,2019,3,-8.504,-39.31528,119.6,66.6,7
CABROBO,PE,2019,4,-8.504,-39.31528,25.2,9.4,6
CABROBO,PE,2019,5,-8.504,-39.31528,41.6,21.4,3
CABROBO,PE,2019,6,-8.504,-39.31528,23.4,12.0,5
CABROBO,PE,2019,7,-8.504,-39.31528,37.4,16.0,6
CABROBO,PE,2019,8,-8.504,-39.31528,2.6,1.4,1
CABROBO,PE,2019,9,-8.504,-39.31528,0.0,0.0,0
CABROBO,PE,2019,10,-8.504,-39.31528,1.4,1.0,1
CABROBO,PE,2019,11,-8.504,-39.31528,1.8,1.4,1
CABROBO,PE,2019,12,-8.504,-39.31528,47.6,29.2,2
CABROBO,PE,2020,1,-8.504,-39.31528,75.8,18.8,7
CABROBO,PE,2020,2,-8.504,-39.31528,146.2,50.0,9
CABROBO,PE,2020,3,-8.504,-39.31528,91.0,22.0,11
CABROBO,PE,2020,4,-8.504,-39.31528,125.6,73.4,10
CABROBO,PE,2020,5,-8.504,-39.31528,40.2,13.4,5
CABROBO,PE,2020,6,-8.504,-39.31528,12.4,4.4,4
CABROBO,PE,2020,7,-8.504,-39.31528,2.8,0.8,0
CABROBO,PE,2020,8,-8.504,-39.31528,1.6,0.8,0
CABROBO,PE,2020,9,-8.504,-39.31528,0.2,0.2,0
CABROBO,PE,2020,10,-8.504,-39.31528,1.6,1.4,1
CABROBO,PE,2020,11,-8.504,-39.31528,50.6,20.8,6
CABROBO,PE,2020,12,-8.504,-39.31528,18.6,13.0,2
CABROBO,PE,2021,1,-8.504,-39.31528,28.8,25.8,2
CABROBO,PE,2021,2,-8.504,-39.31528,159.6,64.4,7
CABROBO,PE,2021,3,-8.504,-39.31528,23.2,10.4,5
CABROBO,PE,2021,4,-8.504,-39.31528,90.8,23.0,9
CABROBO,PE,2021,5,-8.504,-39.31528,3.4,1.2,2
CABROBO,PE,2021,6,-8.504,-39.31528,9.2,8.4,1
CABROBO,PE,2021,7,-8.504,-39.31528,17.0,7.4,5
CABROBO,PE,2021,8,-8.504,-39.31528,3.0,1.4,2
CABROBO,PE,2021,9,-8.504,-39.31528,0.0,0.0,0
CABROBO,PE,2021,10,-8.504,-39.31528,19.2,15.0,2
CABROBO,PE,2021,11,-8.504,-39.31528,9.2,8.0,1
CABROBO,PE,2022,9,-8.50389,-39.31528,0.0,0.0,0
CABROBO,PE,2022,10,-8.50389,-39.31528,81.2,78.2,2
CABROBO,PE,2022,11,-8.50389,-39.31528,261.4,121.6,10
CABROBO,PE,2022,12,-8.50389,-39.31528,87.4,31.8,6
CABROBO,PE,2023,1,-8.50389,-39.31528,10.0,5.0,2
CABROBO,PE,2023,2,-8.50389,-39.31528,18.6,15.6,3
CABROBO,PE,2023,3,-8.50389,-39.31528,244.4,68.6,9
CABROBO,PE,2023,4,-8.50389,-39.31528,19.4,9.6,3
CABROBO,PE,2023,5,-8.50389,-39.31528,100.0,71.6,4
CABROBO,PE,2023,6,-8.50389,-39.31528,21.4,10.2,5
CABROBO,PE,2023,7,-8.50389,-39.31528,5.8,4.4,1
CABROBO,PE,2023,8,-8.50389,-39.31528,0.8,0.6,0
CABROBO,PE,2023,9,-8.50389,-39.31528,2.8,1.4,1
CABROBO,PE,2023,10,-8.50389,-39.31528,0.0,0.0,0
CABROBO,PE,2023,11,-8.50389,-39.31528,10.4,9.4,2
CABROBO,PE,2023,12,-8.50389,-39.31528,8.4,8.0,1
CABROBO,PE,2024,1,-8.50389,-39.31528,117.8,53.4,8
CABROBO,PE,2024,2,-8.50389,-39.31528,73.8,20.4,7
CABROBO,PE,2024,3,-8.50389,-39.31528,98.2,19.8,9
CABROBO,PE,2024,4,-8.50389,-39.31528,80.2,37.4,9
CABROBO,PE,2024,5,-8.50389,-39.31528,32.0,21.2,5
CABROBO,PE,2024,6,-8.50389,-39.31528,12.0,4.2,5
CABROBO,PE,2024,7,-8.50389,-39.31528,17.2,13.0,3
CABROBO,PE,2024,8,-8.50389,-39.31528,8.2,4.6,2
CABROBO,PE,2024,9,-8.50389,-39.31528,0.0,0.0,0
CABROBO,PE,2024,10,-8.50389,-39.31528,2.2,2.2,1
CABROBO,PE,2024,11,-8.50389,-39.31528,50.4,33.6,3
CABROBO,PE,2024,12,-8.50389,-39.31528,0.4,0.2,0
CABROBO,PE,2025,1,-8.50389,-39.31528,249.6,54.0,14
CABROBO,PE,2025,2,-8.50389,-39.31528,2.2,2.2,1
CABROBO,PE,2025,3,-8.50389,-39.31528,2.4,1.2,1
CACADOR,SC,2008,3,-26.81944,-50.98556,46.8,23.8,5
CACADOR,SC,2008,4,-26.81944,-50.98556,193.4,29.6,14
CACADOR,SC,2008,5,-26.81944,-50.98556,67.0,25.8,6
CACADOR,SC,2008,6,-26.81944,-50.98556,147.2,46.6,11
CACADOR,SC,2008,7,-26.81944,-50.98556,37.8,14.8,5
CACADOR,SC,2008,8,-26.81944,-50.98556,87.0,21.6,15
CACADOR,SC,2008,9,-26.81944,-50.98556,173.6,72.6,9
CACADOR,SC,2008,10,-26.81944,-50.98556,314.2,79.0,15
CACADOR,SC,2008,11,-26.81944,-50.98556,150.6,69.0,10
CACADOR,SC,2008,12,-26.81944,-50.98556,110.6,25.6,12
CACADOR,SC,2009,1,-26.81944,-50.98556,216.0,41.8,12
CACADOR,SC,2009,2,-26.81944,-50.98556,185.6,24.8,15
CACADOR,SC,2009,3,-26.81944,-50.98556,36.6,14.0,6
CACADOR,SC,2009,4,-26.81944,-50.98556,46.2,21.2,3
CACADOR,SC,2009,5,-26.81944,-50.98556,106.0,33.2,8
CACADOR,SC,2009,6,-26.81944,-50.98556,72.8,38.6,7
CACADOR,SC,2009,7,-26.81944,-50.98556,201.0,50.4,13
CACADOR,SC,2009,8,-26.81944,-50.98556,131.2,48.4,6
CACADOR,SC,2009,9,-26.81944,-50.98556,267.0,59.6,16
CACADOR,SC,2009,10,-26.81944,-50.98556,183.0,60.0,9
CACADOR,SC,2009,11,-26.81944,-50.98556,150.4,33.8,13
CACADOR,SC,2009,12,-26.81944,-50.98556,156.2,48.0,9
CACADOR,SC,2010,1,-26.81944,-50.98556,1.2,0.2,0
CACADOR,SC,2010,2,-26.81944,-50.98556,48.4,27.2,3
CACADOR,SC,2010,3,-26.81944,-50.98556,208.8,65.8,14
CACADOR,SC,2010,4,-26.81944,-50.98556,304.6,117.4,10
CACADOR,SC,2010,5,-26.81944,-50.98556,161.2,57.2,10
CACADOR,SC,2010,6,-26.81944,-50.98556,127.6,38.2,5
CACADOR,SC,2010,7,-26.81944,-50.98556,83.4,17.0,11
CACADOR,SC,2010,8,-26.81944,-50.98556,84.2,36.6,3
CACADOR,SC,2010,9,-26.81944,-50.98556,40.8,16.2,6
CACADOR,SC,2010,10,-26.81944,-50.98556,155.0,43.0,12
CACADOR,SC,2010,11,-26.81944,-50.98556,126.6,32.0,13
CACADOR,SC,2010,12,-26.81944,-50.98556,291.6,47.6,18
CACADOR,SC,2011,1,-26.81944,-50.98556,281.2,60.6,21
CACADOR,SC,2011,2,-26.81944,-50.98556,221.6,41.4,21
CACADOR,SC,2011,3,-26.81944,-50.98556,160.0,58.2,9
CACADOR,SC,2011,4,-26.81944,-50.98556,121.8,34.8,9
CACADOR,SC,2011,5,-26.81944,-50.98556,39.2,25.0,2
CACADOR,SC,2011,6,-26.81944,-50.98556,192.0,60.8,10
CACADOR,SC,2011,7,-26.81944,-50.98556,263.0,51.4,11
CACADOR,SC,2011,8,-26.81944,-50.98556,226.0,43.4,11
CACADOR,SC,2011,9,-26.81944,-50.98556,196.4,121.0,7
CACADOR,SC,2011,10,-26.81944,-50.98556,156.8,64.0,9
CACADOR,SC,2011,11,-26.81944,-50.98556,64.8,27.8,8
CACADOR,SC,2011,12,-26.81944,-50.98556,97.6,24.8,12
CACADOR,SC,2012,1,-26.81944,-50.98556,133.8,24.2,13
CACADOR,SC,2012,2,-26.81944,-50.98556,130.8,21.2,15
CACADOR,SC,2012,3,-26.81944,-50.98556,56.2,32.2,6
CACADOR,SC,2012,5,-26.81944,-50.98556,54.6,20.8,5
CACADOR,SC,2012,6,-26.81944,-50.98556,139.4,39.2,9
CACADOR,SC,2012,7,-26.81944,-50.98556,177.8,38.6,12
CACADOR,SC,2012,8,-26.81944,-50.98556,4.2,2.6,1
CACADOR,SC,2012,9,-26.81944,-50.98556,57.0,30.8,5
CACADOR,SC,2012,10,-26.81944,-50.98556,187.2,32.4,14
CACADOR,SC,2012,11,-26.81944,-50.98556,13.2,3.8,3
CACADOR,SC,2012,12,-26.81944,-50.98556,26.2,15.6,3
CACADOR,SC,2013,4,-26.81944,-50.98556,61.6,28.0,6
CACADOR,SC,2013,5,-26.81944,-50.98556,5.2,3.0,2
CACADOR,SC,2013,7,-26.81944,-50.98556,39.2,15.2,3
CACADOR,SC,2013,8,-26.81944,-50.98556,35.2,7.4,9
CACADOR,SC,2013,9,-26.81944,-50.98556,48.4,8.4,12
CACADOR,SC,2013,10,-26.81944,-50.98556,29.4,11.8,7
CACADOR,SC,2013,11,-26.81944,-50.98556,157.8,17.0,19
CACADOR,SC,2013,12,-26.81944,-50.98556,304.6,22.0,30
CACADOR,SC,2014,1,-26.81944,-50.98556,109.4,13.0,27
CACADOR,SC,2014,2,-26.81944,-50.98556,104.8,9.0,26
CACADOR,SC,2014,3,-26.81944,-50.98556,53.8,9.0,15
CACADOR,SC,2014,4,-26.81944,-50.98556,137.0,36.4,22
CACADOR,SC,2014,5,-26.81944,-50.98556,23.6,13.0,3
CACADOR,SC,2014,11,-26.81944,-50.98556,131.4,34.0,12
CACADOR,SC,2014,12,-26.81944,-50.98556,250.6,21.6,31
CACADOR,SC,2015,1,-26.81944,-50.98556,76.6,10.4,21
CACADOR,SC,2015,2,-26.81944,-50.98556,49.0,3.6,21
CACADOR,SC,2015,4,-26.81944,-50.98556,13.0,7.8,2
CACADOR,SC,2015,12,-26.81944,-50.98556,157.4,29.2,22
CACADOR,SC,2016,1,-26.81944,-50.98556,36.6,6.6,12
CACADOR,SC,2016,4,-26.81944,-50.98556,81.6,35.6,7
CACADOR,SC,2016,5,-26.81944,-50.98556,160.6,59.0,13
CACADOR,SC,2016,6,-26.81944,-50.98556,87.0,37.2,8
CACADOR,SC,2016,7,-26.81944,-50.98556,74.8,37.4,4
CACADOR,SC,2016,8,-26.81944,-50.98556,209.8,50.4,10
CACADOR,SC,2016,9,-26.81944,-50.98556,87.2,38.6,6
CACADOR,SC,2016,10,-26.81944,-50.98556,227.4,85.8,9
CACADOR,SC,2016,11,-26.81944,-50.98556,165.0,44.8,9
CACADOR,SC,2016,12,-26.81944,-50.98556,161.0,24.8,17
CACADOR,SC,2017,1,-26.81944,-50.98556,225.4,46.4,15
CACADOR,SC,2017,2,-26.81944,-50.98556,84.8,22.8,10
CACADOR,SC,2017,3,-26.81944,-50.98556,132.6,31.0,12
CACADOR,SC,2017,4,-26.81944,-50.98556,72.4,30.6,6
CACADOR,SC,2017,5,-26.81944,-50.98556,309.4,59.6,13
CACADOR,SC,2017,6,-26.81944,-50.98556,75.2,20.8,8
CACADOR,SC,2017,7,-26.81944,-50.98556,13.4,8.4,2
CACADOR,SC,2017,8,-26.81944,-50.98556,96.8,32.8,6
CACADOR,SC,2017,9,-26.81944,-50.98556,30.0,9.0,5
CACADOR,SC,2017,10,-26.81944,-50.98556,342.2,61.4,16
CACADOR,SC,2017,11,-26.81944,-50.98556,163.8,38.2,9
CACADOR,SC,2017,12,-26.81944,-50.98556,142.6,28.4,13
CACADOR,SC,2018,1,-26.81944,-50.98556,198.8,34.0,18
CACADOR,SC,2018,2,-26.81944,-50.98556,48.2,18.8,7
CACADOR,SC,2018,3,-26.81944,-50.98556,239.4,57.8,15
CACADOR,SC,2018,4,-26.81944,-50.98556,16.4,8.4,4
CACADOR,SC,2018,5,-26.81944,-50.98556,46.0,26.6,6
CACADOR,SC,2018,6,-26.81944,-50.98556,117.4,31.6,11
CACADOR,SC,2018,7,-26.81944,-50.98556,6.4,2.4,2
CACADOR,SC,2018,8,-26.81944,-50.98556,90.4,32.2,8
CACADOR,SC,2018,9,-26.81944,-50.98556,174.6,46.2,13
CACADOR,SC,2018,10,-26.81944,-50.98556,281.6,42.4,15
CACADOR,SC,2018,11,-26.81944,-50.98556,146.0,30.2,7
CACADOR,SC,2018,12,-26.81944,-50.98556,142.2,40.8,10
CACADOR,SC,2019,1,-26.81916,-50.98552,222.2,50.2,14
CACADOR,SC,2019,2,-26.81916,-50.98552,242.2,69.4,15
CACADOR,SC,2019,3,-26.81916,-50.98552,124.0,38.8,9
CACADOR,SC,2019,4,-26.81916,-50.98552,174.8,37.8,10
CACADOR,SC,2019,5,-26.81916,-50.98552,276.6,68.4,15
CACADOR,SC,2019,6,-26.81916,-50.98552,42.2,21.4,3
CACADOR,SC,2019,7,-26.81916,-50.98552,21.0,5.8,6
CACADOR,SC,2019,8,-26.81916,-50.98552,24.0,8.4,4
CACADOR,SC,2019,9,-26.81916,-50.98552,72.0,38.0,6
CACADOR,SC,2019,10,-26.81916,-50.98552,144.8,28.4,12
CACADOR,SC,2019,11,-26.81916,-50.98552,159.6,35.2,10
CACADOR,SC,2019,12,-26.81916,-50.98552,124.8,39.4,9
CACADOR,SC,2020,1,-26.81916,-50.98552,152.2,42.6,12
CACADOR,SC,2020,2,-26.81916,-50.98552,104.0,39.2,9
CACADOR,SC,2020,3,-26.81916,-50.98552,55.6,34.4,4
CACADOR,SC,2020,4,-26.81916,-50.98552,60.0,27.4,4
CACADOR,SC,2020,5,-26.81916,-50.98552,88.0,55.4,7
CACADOR,SC,2020,6,-26.81916,-50.98552,191.4,42.6,13
CACADOR,SC,2020,7,-26.81916,-50.98552,111.2,22.8,9
CACADOR,SC,2020,8,-26.81916,-50.98552,88.4,23.0,7
CACADOR,SC,2020,9,-26.81916,-50.98552,63.2,30.6,4
CACADOR,SC,2020,10,-26.81916,-50.98552,29.2,9.6,5
CACADOR,SC,2020,11,-26.81916,-50.98552,137.8,50.0,10
CACADOR,SC,2020,12,-26.81916,-50.98552,195.8,43.4,13
CACADOR,SC,2021,1,-26.81916,-50.98552,271.8,46.4,20
CACADOR,SC,2021,2,-26.81916,-50.98552,37.2,15.6,10
CACADOR,SC,2021,3,-26.81916,-50.98552,103.8,45.2,13
CACADOR,SC,2021,4,-26.81916,-50.98552,21.8,20.0,2
CACADOR,SC,2021,5,-26.81916,-50.98552,99.0,34.8,5
CACADOR,SC,2021,6,-26.81916,-50.98552,128.2,33.8,11
CACADOR,SC,2021,7,-26.81916,-50.98552,36.2,19.8,2
CACADOR,SC,2021,8,-26.81916,-50.98552,24.4,9.8,4
CACADOR,SC,2021,9,-26.81916,-50.98552,148.8,49.4,10
CACADOR,SC,2021,10,-26.81916,-50.98552,240.2,59.2,14
CACADOR,SC,2021,11,-26.81916,-50.98552,139.4,40.6,9
CACADOR,SC,2021,12,-26.81916,-50.98552,28.4,13.6,6
CACADOR,SC,2022,1,-26.81916,-50.98552,159.8,36.6,15
CACADOR,SC,2022,2,-26.81916,-50.98552,159.0,61.6,9
CACADOR,SC,2022,3,-26.81916,-50.98552,239.4,63.6,15
CACADOR,SC,2022,4,-26.81916,-50.98552,147.6,32.8,8
CACADOR,SC,2022,5,-26.81916,-50.98552,199.2,89.4,11
CACADOR,SC,2022,8,-26.81916,-50.98552,203.6,61.4,10
CACADOR,SC,2022,9,-26.81916,-50.98552,152.0,40.4,12
CACADOR,SC,2022,10,-26.81916,-50.98552,360.4,93.4,16
CACADOR,SC,2022,11,-26.81916,-50.98552,77.4,36.8,8
CACADOR,SC,2022,12,-26.81916,-50.98552,192.2,28.0,15
CACADOR,SC,2023,1,-26.81916,-50.98552,136.0,40.0,16
CACADOR,SC,2023,2,-26.81916,-50.98552,230.4,36.0,15
CACADOR,SC,2023,3,-26.81916,-50.98552,220.0,53.2,15
CACADOR,SC,2023,4,-26.81916,-50.98552,194.8,59.6,8
CACADOR,SC,2023,5,-26.81916,-50.98552,83.2,26.6,6
CACADOR,SC,2023,6,-26.81916,-50.98552,135.6,49.6,7
CACADOR,SC,2023,7,-26.81916,-50.98552,182.4,84.2,10
CACADOR,SC,2023,8,-26.81916,-50.98552,102.0,48.6,8
CACADOR,SC,2023,9,-26.81916,-50.98552,230.8,38.0,13
CACADOR,SC,2023,10,-26.81916,-50.98552,532.4,79.6,16
CACADOR,SC,2023,11,-26.81916,-50.98552,417.4,78.0,13
CACADOR,SC,2023,12,-26.81916,-50.98552,157.2,26.6,10
CACADOR,SC,2024,1,-26.81917,-50.98556,168.0,33.0,16
CACADOR,SC,2024,2,-26.81917,-50.98556,154.8,64.4,12
CACADOR,SC,2024,3,-26.81917,-50.98556,146.8,25.4,13
CACADOR,SC,2024,4,-26.81917,-50.98556,140.4,37.8,10
CACADOR,SC,2024,5,-26.81917,-50.98556,284.4,59.4,13
CACADOR,SC,2024,6,-26.81917,-50.98556,91.6,35.4,5
CACADOR,SC,2024,7,-26.81917,-50.98556,222.4,53.2,12
CACADOR,SC,2024,8,-26.81917,-50.98556,30.0,22.4,4
